estado,lat,lon,municipio,valor,variavel,ZC
Parana,-24.62598992202382,-49.3924326849088,DOUTOR ULYSSES,59.860577797224025,def,6701
Parana,-25.90562204451421,-53.153370429540885,ENEAS MARQUES,72.2657152496626,def,6901
Parana,-23.760185230760666,-52.27046846193075,ENGENHEIRO BELTRAO,148.9106504556818,def,7701
Parana,-24.714330659166563,-54.222328171296624,ENTRE RIOS DO OESTE,145.41702115965927,def,7801
Parana,-23.71361290476925,-53.79727407455307,ESPERANCA NOVA,237.5185347985348,def,7701
Parana,-25.33573743038424,-52.777082780458926,ESPIGAO ALTO DO IGUACU,66.49591400924734,def,6801
Parana,-24.12339393108501,-52.62837584785618,FAROL,131.96852209944754,def,7701
Parana,-24.00151989916534,-51.2893892834954,FAXINAL,106.0464046591186,def,6801
Parana,-25.67673975003301,-49.29785938300393,FAZENDA RIO GRANDE,44.46907390084192,def,6801
Parana,-23.901250095054166,-52.02949395607461,FENIX,142.73577614379082,def,7701
Parana,-25.516460616254943,-50.50851453710705,FERNANDES PINHEIRO,56.49729991805518,def,6801
Parana,-23.87240112398465,-50.4272820594778,FIGUEIRA,131.00165891472872,def,7701
Parana,-26.23691029688449,-53.2925677280211,FLOR DA SERRA DO SUL,67.95795684816679,def,6901
Parana,-23.33317560046541,-52.34971077347674,FLORAI,183.903413560317,def,7601
Parana,-23.606516686277804,-52.089797134907606,FLORESTA,150.32128519855598,def,7701
Parana,-22.89294647247548,-51.40190695450569,FLORESTOPOLIS,285.39898648126706,def,7601
Parana,-23.105434159161828,-51.95624094350901,FLORIDA,207.58809457900813,def,7601
Parana,-24.292106020379748,-53.3304532138829,FORMOSA DO OESTE,163.73565965715875,def,7701
Parana,-25.468547149845485,-54.4827058508401,FOZ DO IGUACU,119.36748635959906,def,7801
Parana,-25.696728602781324,-52.08832534684947,FOZ DO JORDAO,59.51610609219368,def,6801
Parana,-24.09438074360406,-53.87201277466058,FRANCISCO ALVES,209.07781685112465,def,7701
Parana,-26.048664449575742,-53.131155930609474,FRANCISCO BELTRAO,70.59070502283107,def,6801
Parana,-26.47281185567356,-51.39203762659111,GENERAL CARNEIRO,26.37139414532149,def,5901
Parana,-24.15887208783744,-51.90720773298685,GODOY MOREIRA,138.31609628008752,def,7701
Parana,-24.16750031950271,-53.05301114275376,GOIOERE,157.57239725041387,def,7701
Parana,-25.12621514814969,-51.9952330707141,GOIOXIM,66.91532176133431,def,6801
Parana,-24.188545886161087,-51.44716565359191,GRANDES RIOS,113.1406584592427,def,7801
Parana,-24.210772510630115,-54.23458716122105,GUAIRA,163.14664553246436,def,7701
Parana,-22.922025138365115,-52.73962169053737,GUAIRACA,271.5045957580026,def,7501
Parana,-25.15775497377012,-50.854604265727794,GUAMIRANGA,62.788738951605865,def,6801
Parana,-23.46733430031522,-50.07635818966121,GUAPIRAMA,151.90720417046262,def,7701
Parana,-23.325366908400305,-52.82707701771578,GUAPOREMA,224.9613940537142,def,7601
Parana,-22.959513069176342,-51.682801081803454,GUARACI,242.67931626390487,def,7601
Parana,-25.053965481415684,-52.863529071688845,GUARANIACU,77.0238112333348,def,6801
Parana,-25.375229558663133,-51.48930527843669,GUARAPUAVA,41.84990723163441,def,6801
Parana,-25.21115704753116,-48.37212654306221,GUARAQUECABA,26.57503718728871,def,7901
Parana,-25.81711222258672,-48.768703968383285,GUARATUBA,23.519875061833087,def,7901
Parana,-26.149497334747323,-52.36754596186116,HONORIO SERPA,47.55804968287524,def,6901
Parana,-23.779624427202307,-50.28545730625726,IBAITI,143.7445901434809,def,7701
Parana,-25.148534574409386,-53.02839089251902,IBEMA,68.54193891102257,def,6801
Parana,-23.2364834318486,-51.03732973723453,IBIPORA,223.8921772639692,def,7601
Parana,-23.37249201134564,-53.58508243744164,ICARAIMA,230.6225701421134,def,7601
Parana,-23.22612932652568,-51.84596722252237,IGUARACU,179.18863704732155,def,7701
Parana,-24.640712035719883,-53.142560277056994,IGUATU,119.08688539914004,def,7801
Parana,-24.437896298326205,-50.74069708909645,IMBAU,79.72071141709701,def,6701
Parana,-25.226114088071583,-50.66341035724357,IMBITUVA,62.122083773567184,def,6801
Parana,-25.63593122804986,-51.19673563968144,INACIO MARTINS,32.28168317840833,def,6801
Parana,-22.71802685121704,-52.22496790567565,INAJA,322.98598710317464,def,7501
Parana,-23.485350737646783,-52.67264272160392,INDIANOPOLIS,188.82677850264065,def,7601
Parana,-24.99269841013337,-50.58877329542006,IPIRANGA,65.78486436896647,def,6801
Parana,-24.029550086112977,-53.73600304553298,IPORA,231.8139290736359,def,7701
Parana,-24.438120130846425,-53.35043287685951,IRACEMA DO OESTE,147.4559734822052,def,7801
Parana,-25.48830803127908,-50.824628312212255,IRATI,50.31780333068991,def,6801
Parana,-24.35097459534644,-52.10948658165817,IRETAMA,140.98332932451385,def,7701
Parana,-22.66232659397524,-51.96582518145069,ITAGUAJE,334.13687614105885,def,7501
Parana,-25.154255889199483,-54.357370919348654,ITAIPULANDIA,120.3675646704949,def,7801
Parana,-22.98221380723721,-50.41344612777896,ITAMBARACA,320.9999815122943,def,7501
Parana,-23.70614228928481,-52.00775339259462,ITAMBE,148.44621852025656,def,7701
Parana,-25.98535024064649,-52.82169902504558,ITAPEJARA D'OESTE,69.39938781619516,def,6801
Parana,-25.11332069080215,-49.49813897053859,ITAPERUCU,45.21493892791596,def,6801
Parana,-22.72994318563744,-52.898189183731226,ITAUNA DO SUL,308.50318104118105,def,7501
Parana,-24.98524054857438,-50.85975548095329,IVAI,65.77908040519152,def,6801
Parana,-24.28276935826044,-51.628707412589165,IVAIPORA,115.41165359477128,def,7801
Parana,-23.352801282722577,-53.42341775271692,IVATE,230.19427161177228,def,7601
Parana,-23.599997802588607,-52.178519445723055,IVATUBA,154.5877388855361,def,7701
Parana,-23.71714259516955,-50.07927591748506,JABOTI,153.11136407699772,def,7601
Parana,-23.148715655108536,-49.947483864199135,JACAREZINHO,230.80230473670943,def,7701
Parana,-23.06404709446659,-51.5586578244749,JAGUAPITA,217.5535595664895,def,7701
Parana,-24.33050570214775,-49.69713544995618,JAGUARIAIVA,79.28581406370827,def,6801
Parana,-23.62732166699912,-51.68376885555225,JANDAIA DO SUL,132.26220698760918,def,7701
Parana,-24.124716570794973,-52.80890274268534,JANIOPOLIS,153.30914683244524,def,7701
Parana,-23.727900916091063,-50.16309247352929,JAPIRA,148.73352126319872,def,7701
Parana,-23.43750433195756,-52.54066837521887,JAPURA,192.573753254103,def,7601
Parana,-24.20553507794084,-51.77109824558693,JARDIM ALEGRE,127.87136671958436,def,7701
Parana,-22.573332004450407,-52.07864191017627,JARDIM OLINDA,365.1048028998641,def,7501
Parana,-23.254059212363988,-50.918317432184665,JATAIZINHO,237.058808456854,def,7601
Parana,-24.422291852351684,-53.40874964429361,JESUITAS,149.73520815752462,def,7701
Parana,-23.45587747189505,-49.9096460775699,JOAQUIM TAVORA,149.7004698651864,def,7701
Parana,-23.47798383839353,-50.22931003666097,JUNDIAI DO SUL,167.30587304600974,def,7701
Parana,-24.398934113974104,-52.83820057267146,JURANDA,138.50060551558752,def,7801
Parana,-23.63623030109599,-52.445896921512,JUSSARA,162.1939565602837,def,7701
Parana,-23.856472002485635,-51.68932469691415,KALORE,132.47621439060208,def,7701
Parana,-25.7697168531774,-49.871328136269895,LAPA,52.651824805743,def,6701
Parana,-24.9156009459136,-52.46094469857031,LARANJAL,84.96824461192645,def,6801
Parana,-25.35416949112029,-52.379708320703024,LARANJEIRAS DO SUL,62.93877414491657,def,6801
Parana,-23.02976513143677,-50.71310435242704,LEOPOLIS,307.3523709328693,def,7501
Parana,-24.09217119599259,-51.638989946289485,LIDIANOPOLIS,123.1637509903792,def,7801
Parana,-25.263021757557613,-53.55563272194924,LINDOESTE,89.96787756202808,def,6801
Parana,-22.948605231136582,-53.07088685744033,LOANDA,295.52153439577154,def,7501
Parana,-22.981159147178275,-51.9868947419154,LOBATO,243.61303524334693,def,7601
Parana,-23.523450999935303,-51.10533390773215,LONDRINA,155.3068311308852,def,7701
Parana,-24.34587618410784,-52.32940202867372,LUIZIANA,109.85995775802276,def,7801
Parana,-24.07732261791466,-51.76842119909213,LUNARDELLI,131.86002960331558,def,7701
Parana,-22.727298202199616,-51.66426783477265,LUPIONOPOLIS,320.7086768691217,def,7501
Parana,-25.880128729967364,-50.85749384663945,MALLET,34.47909420556167,def,6801
Parana,-24.35691278935189,-52.58290034583252,MAMBORE,114.18069080894652,def,6801
Parana,-23.278335993982942,-52.05491235134879,MANDAGUACU,171.7162071895425,def,7601
Parana,-23.48174549937634,-51.70610375247446,MANDAGUARI,148.56187589199064,def,7701
Parana,-25.83850906933468,-49.317847391825154,MANDIRITUBA,40.335173542894566,def,6801
Parana,-26.094369363787937,-53.34498248875912,MANFRINOPOLIS,75.45303908766431,def,6901
Parana,-26.035157598684204,-52.20586538124442,MANGUEIRINHA,49.1058053543998,def,6901
Parana,-24.48692577063386,-51.63826707997976,MANOEL RIBAS,110.29822607930709,def,7801
Parana,-24.58529149217757,-54.15069403792136,MARECHAL CANDIDO RONDON,148.5461494591937,def,7801
Parana,-23.57929657937785,-53.22237552590622,MARIA HELENA,192.8555021798477,def,7701
Parana,-23.530131213824934,-51.86713704867715,MARIALVA,147.69645611916272,def,7701
Parana,-23.77323079990573,-51.28326904777133,MARILANDIA DO SUL,116.54105283776504,def,7701
Parana,-22.736959710822703,-53.06059625758692,MARILENA,311.52558096251,def,7501
Parana,-24.052468721013547,-53.20679291796121,MARILUZ,168.2438880295609,def,7701
Parana,-23.400879341956127,-51.96739221863119,MARINGA,155.93891609074228,def,7701
Parana,-26.335672121794623,-52.58015015774385,MARIOPOLIS,50.16788239100541,def,6901
Parana,-24.439303014136467,-53.78067151397738,MARIPA,171.71812157625027,def,7701
Parana,-26.24450416566554,-53.09193229139415,MARMELEIRO,63.42724604426599,def,6901
Parana,-25.099620590534784,-52.25222848589147,MARQUINHO,72.55691941026492,def,6801
Parana,-23.7536461918489,-51.65881554287439,MARUMBI,130.50268332875584,def,7701
Parana,-25.3594157022168,-53.90445283471576,MATELANDIA,91.7725544439612,def,7801
Parana,-25.76177431490732,-48.55481869985952,MATINHOS,20.861416867469888,def,7901
Parana,-24.70129950592208,-52.21256980760981,MATO RICO,95.95129594835478,def,6801
Parana,-23.91291467726425,-51.17733055702496,MAUA DA SERRA,99.37393812999656,def,6801
Parana,-25.260852840271284,-54.10126903517666,MEDIANEIRA,94.96902454656156,def,7801
Parana,-24.43378073869086,-54.18445790967184,MERCEDES,152.85991411394218,def,7801
Parana,-23.20072020723264,-52.74493820875961,MIRADOR,237.57829325407548,def,7601
Parana,-22.974144182667864,-51.48390307319446,MIRASELVA,239.48073324905187,def,7601
Parana,-25.09612674723077,-54.22922798997401,MISSAL,115.28288783981772,def,7801
Parana,-24.02490395449478,-53.00120928509419,MOREIRA SALES,163.21538759047462,def,7701
Parana,-25.517045397372264,-48.856058541122096,MORRETES,25.94179251673033,def,6901
Parana,-23.12935613590586,-51.73403487776526,MUNHOZ DE MELO,200.0753076488852,def,7701
Parana,-22.913106945817784,-51.79893624586849,NOSSA SENHORA DAS GRACAS,253.77344616682484,def,7601
Parana,-23.167522127072218,-52.60991416650728,NOVA ALIANCA DO IVAI,230.6293855331842,def,7601
Parana,-23.343713415407777,-50.70495738036925,NOVA AMERICA DA COLINA,215.55036144578315,def,7601
Parana,-24.504283796912453,-53.27363104247399,NOVA AURORA,138.13647194279483,def,7801
Parana,-24.655447895648656,-52.55066159387097,NOVA CANTU,104.9140182648402,def,6801
Parana,-23.190904910795005,-52.25011152374658,NOVA ESPERANCA,197.1802047537228,def,7601
Parana,-25.89903669553213,-53.25743935974528,NOVA ESPERANCA DO SUDOESTE,76.07673237090508,def,6801
Parana,-23.41715329881276,-50.53775118711008,NOVA FATIMA,199.27898461538467,def,7601
Parana,-25.2207351216508,-52.55955539208397,NOVA LARANJEIRAS,67.94813448543262,def,6801
Parana,-22.786930964782226,-52.95338083910168,NOVA LONDRINA,303.1779861408773,def,7501
Parana,-23.42644826561626,-53.07101236571054,NOVA OLIMPIA,215.29713796058272,def,7601
Parana,-25.587929260982623,-53.37811626260654,NOVA PRATA DO IGUACU,85.57471448848129,def,6801
Parana,-23.59250075540813,-50.74083817896855,NOVA SANTA BARBARA,147.41186954288648,def,7701
Parana,-24.43955563896095,-53.95805631030108,NOVA SANTA ROSA,163.1948597268365,def,7701
Parana,-24.461044599608684,-51.94398751899757,NOVA TEBAS,129.59982062626477,def,7701
Parana,-23.781411069667147,-51.53164841816389,NOVO ITACOLOMI,128.50900627110462,def,7701
Parana,-24.13419426337839,-50.947619719742086,ORTIGUEIRA,96.3602625626676,def,6701
Parana,-23.45939127210443,-52.23049544494426,OURIZONA,161.9611195009849,def,7601
Parana,-24.79322336928487,-53.90932111558325,OURO VERDE DO OESTE,147.37058706275724,def,7801
Parana,-23.46475420819482,-52.12202800418941,PAICANDU,157.47825686009898,def,7701
Parana,-26.449822266604603,-51.81308526077404,PALMAS,32.972914780230134,def,5901
Parana,-25.44309031941617,-50.05822028599283,PALMEIRA,51.65940728152843,def,6801
Parana,-24.85380396065701,-52.244498974635306,PALMITAL,87.51025182638591,def,6801
Parana,-24.26718374510919,-53.82210298381134,PALOTINA,188.50473266998333,def,7701
Parana,-23.264780299179108,-52.63474955505384,PARAISO DO NORTE,220.72660290670416,def,7601
Parana,-22.8484550638577,-52.14535788336986,PARANACITY,282.13549957877,def,7601
Parana,-25.54648769971796,-48.55301161799714,PARANAGUA,22.23080505038806,def,7901
Parana,-22.661792182821618,-52.10143689611362,PARANAPOEMA,340.1110850253809,def,7501
Parana,-22.920556414665786,-52.510188523484594,PARANAVAI,265.98968764435097,def,7601
Parana,-24.63161749449615,-54.25629099840873,PATO BRAGADO,147.7006522642293,def,7701
Parana,-26.16862377269908,-52.66268303083581,PATO BRANCO,60.15264150943396,def,6801
Parana,-26.176866231155486,-50.86071953630849,PAULA FREITAS,34.15008056260293,def,6801
Parana,-26.06066500096741,-50.74847405055909,PAULO FRONTIN,35.50177284328739,def,6801
Parana,-23.931813439900903,-52.32679352414165,PEABIRU,134.45253866928553,def,7701
Parana,-23.919218391813576,-53.366851000209664,PEROBAL,187.3257081717265,def,7701
Parana,-23.831858700728027,-53.70547739768763,PEROLA,243.3772428288824,def,7601
Parana,-25.845756098592204,-53.75397071849756,PEROLA D'OESTE,91.0247959605993,def,6801
Parana,-26.08954469833596,-49.4512739228251,PIEN,35.06703135135135,def,6801
Parana,-25.41810746419702,-49.15716946310438,PINHAIS,37.08724799010513,def,6801
Parana,-26.015339210697725,-53.47763641045995,PINHAL DE SAO BENTO,82.65379511059372,def,6801
Parana,-25.78500310686196,-51.63167140739613,PINHAO,37.35723843256312,def,6901
Parana,-24.46959895319243,-49.93751915349563,PIRAI DO SUL,63.67608223177362,def,6801
Parana,-25.470954816598457,-49.05434338153044,PIRAQUARA,28.777093910735022,def,6901
Parana,-24.689922365384472,-51.779680861566696,PITANGA,88.00062328689545,def,6801
Parana,-23.208834484496908,-51.57186440901566,PITANGUEIRAS,183.11678493619664,def,7701
Parana,-23.09024707419461,-52.934461499397365,PLANALTINA DO PARANA,270.3180078316201,def,7501
Parana,-25.733804688042632,-53.70992372086066,PLANALTO,93.4872807316519,def,7801
Parana,-25.140505539609578,-50.08311736062514,PONTA GROSSA,53.93704107736726,def,6801
Parana,-25.639381825594967,-48.47586419191938,PONTAL DO PARANA,20.4669106416741,def,7901
Parana,-22.74204378665904,-51.40965513359127,PORECATU,343.14746502221345,def,7501
Parana,-25.53017438565372,-49.89729738900273,PORTO AMAZONAS,51.50432512107813,def,6801
Parana,-25.58314521838751,-52.3821124813732,PORTO BARREIRO,65.22078434405941,def,6801
Parana,-22.831424015631228,-53.3131895997101,PORTO RICO,292.38293857365966,def,7501
Parana,-26.2282204236813,-51.22625945072554,PORTO VITORIA,29.49560631383473,def,6801
Parana,-23.030519534139497,-51.40307244001605,PRADO FERREIRA,233.64764307404812,def,7601
Parana,-25.966186090393087,-53.72135461667047,PRANCHITA,86.9248353096179,def,6801
Parana,-23.263307703104253,-52.14863990106673,PRESIDENTE CASTELO BRANCO,175.11226989365608,def,7601
Parana,-22.860001647196498,-51.07371208373892,PRIMEIRO DE MAIO,313.8179907002959,def,7601
Parana,-25.12499531411195,-51.10372556216052,PRUDENTOPOLIS,56.734717682082376,def,6801
Parana,-24.29753466819947,-53.138625465101605,QUARTO CENTENARIO,154.13523621216916,def,7701
Parana,-23.563836946442464,-49.930402374188965,QUATIGUA,152.91705919897876,def,7701
Parana,-25.36760927329889,-48.99432934655184,QUATRO BARRAS,26.984591175240485,def,6901
Parana,-24.525980509247347,-54.00552690174055,QUATRO PONTES,156.4156166909267,def,7701
Parana,-25.457045365667675,-52.954396749111496,QUEDAS DO IGUACU,70.16284218278902,def,6801
Parana,-23.04384466708617,-53.52088768389069,QUERENCIA DO NORTE,252.67871944569177,def,7601
Parana,-23.82936319049485,-52.13949894940819,QUINTA DO SOL,145.15648507071762,def,7701
Parana,-25.91363867526596,-49.48439058485072,QUITANDINHA,46.17641633901268,def,6701
Parana,-25.097062397180764,-54.05274108086283,RAMILANDIA,105.44290458659302,def,7801
Parana,-23.08023464959631,-50.91842653893256,RANCHO ALEGRE,280.13466033683744,def,7601
Parana,-24.28907245155756,-52.9562729130635,RANCHO ALEGRE D'OESTE,148.46185616651132,def,7701
Parana,-25.673715600258053,-53.54309234604139,REALEZA,91.1914225120619,def,7801
Parana,-25.65808106418621,-50.62003055044363,REBOUCAS,47.89860591171424,def,6801
Parana,-26.227370888709224,-52.94667745549328,RENASCENCA,61.4240265691344,def,6901
Parana,-24.599126812734458,-50.95977625983888,RESERVA,73.13428080610099,def,6801
Parana,-25.86730661468668,-51.96301815114597,RESERVA DO IGUACU,48.67771069182388,def,6901
Parana,-23.26086575001164,-49.76232951557808,RIBEIRAO CLARO,195.5015846294602,def,7701
Parana,-23.447463716656888,-50.37403778455396,RIBEIRAO DO PINHAL,185.8524340251089,def,7601
Parana,-25.720354164941973,-50.79118544748317,RIO AZUL,40.02974665906642,def,6801
Parana,-23.797083537009733,-51.4330149079403,RIO BOM,124.00417283950614,def,7701
Parana,-25.543758991009003,-52.603953642498695,RIO BONITO DO IGUACU,66.17222150502933,def,6801
Parana,-24.34405692690644,-51.35858350228136,RIO BRANCO DO IVAI,99.12027571644042,def,7801
