,ano,mes,variavel,media,min,max,desvio
0,1991,1,Ia,"2,542578102",0,"27,19449225","5,770622153"
1,1991,2,Ia,"18,53542086",0,"61,9943556","13,16294145"
2,1991,3,Ia,"22,12965184",0,"63,13603323","17,57947879"
3,1991,4,Ia,"6,613598361",0,"41,98286414","7,268959541"
4,1991,5,Ia,"37,25280268",0,"88,90625","16,55447047"
5,1991,6,Ia,0,0,0,0
6,1991,7,Ia,"31,07683314","15,10107015","65,24701874","8,143224538"
7,1991,8,Ia,"66,93085152","16,07655502","124,9655172","17,81221989"
8,1991,9,Ia,"28,51543951",0,"84,12322275","18,66508051"
9,1991,10,Ia,"37,08824498",0,"73,1610338","17,03067842"
10,1991,11,Ia,"6,658898421",0,"43,79878578","9,629838986"
11,1991,12,Ia,0,0,0,0
12,1992,1,Ia,"26,66211227","8,482758621","53,07941653","9,033128508"
13,1992,2,Ia,0,0,0,0
14,1992,3,Ia,0,0,0,0
15,1992,4,Ia,"0,2122621578",0,"8,706786172","1,012268385"
16,1992,5,Ia,0,0,0,0
17,1992,6,Ia,"19,08229005",0,"57,41127349","10,22618115"
18,1992,7,Ia,"7,437597141",0,"60,4519774","11,76529681"
19,1992,8,Ia,"36,46366565","1,936799185","98,28815977","23,950845"
20,1992,9,Ia,"25,17822888",0,"84,85639687","18,99662627"
21,1992,10,Ia,"0,04353161002",0,"4,253112033","0,3386580125"
22,1992,11,Ia,"6,920785161",0,"34,3240652","6,662397544"
23,1992,12,Ia,"40,69740164","13,83248731","64,88549618","7,226215709"
24,1993,1,Ia,"0,09624543814",0,"9,694793537","0,7469663825"
25,1993,2,Ia,"6,395858545",0,"63,55029586","11,699139"
26,1993,3,Ia,"7,496505097",0,"52,16962525","10,82877984"
27,1993,4,Ia,"9,760510723",0,"69,45812808","16,85056872"
28,1993,5,Ia,0,0,0,0
29,1993,6,Ia,"0,05250998038",0,"9,856262834","0,54762204"
30,1993,7,Ia,"8,334398343",0,"53,10734463","11,21033983"
31,1993,8,Ia,"42,14383372","2,404809619","106,9958848","16,45863693"
32,1993,9,Ia,"0,1125727109",0,"12,6835781","0,8884769328"
33,1993,10,Ia,0,0,0,0
34,1993,11,Ia,"2,052038297",0,"21,76","3,090052583"
35,1993,12,Ia,"1,267022416",0,"24,51456311","2,405525687"
36,1994,1,Ia,"2,883360818",0,"47,68270945","7,668094326"
37,1994,2,Ia,0,0,0,0
38,1994,3,Ia,"26,18428437",0,"58,37462834","15,32922182"
39,1994,4,Ia,"12,29773617",0,"52,22772277","10,72230113"
40,1994,5,Ia,"5,529901297",0,"49,00332226","9,098818061"
41,1994,6,Ia,0,0,0,0
42,1994,7,Ia,"17,40348407",0,"94,25675676","21,27758425"
43,1994,8,Ia,"68,6744939","31,68224299","122,8116711","15,46484699"
44,1994,9,Ia,"39,58956988",0,"127,6102088","38,44333287"
45,1994,10,Ia,"0,01528222473",0,"4,106776181","0,2025934763"
46,1994,11,Ia,"53,59798229","6,395786305","109,3779016","25,13299952"
47,1994,12,Ia,0,0,0,0
48,1995,1,Ia,0,0,0,0
49,1995,2,Ia,0,0,0,0
50,1995,3,Ia,"1,592655908",0,"13,58921162","2,643828441"
51,1995,4,Ia,"24,62061749","0,09794319295","79,17159763","13,43010635"
52,1995,5,Ia,"39,08894938","6,861499365","76,90972222","13,17666882"
53,1995,6,Ia,"0,01441957365",0,"5,450733753","0,2360339854"
54,1995,7,Ia,"18,58783608",0,"94,3738657","15,69413598"
55,1995,8,Ia,"69,53680273","19,7080292","120,3145478","16,85789114"
56,1995,9,Ia,"4,052129332",0,"34,7342398","6,641170435"
57,1995,10,Ia,0,0,0,0
58,1995,11,Ia,"28,95470567","14,24694708","63,96160558","7,447155814"
59,1995,12,Ia,"11,27394915",0,"37,44716822","9,434309324"
60,1996,1,Ia,0,0,0,0
61,1996,2,Ia,0,0,0,0
62,1996,3,Ia,"0,01041298188",0,"3,894616266","0,2054405143"
63,1996,4,Ia,"18,18018868","8,641975309","50,06031363","6,318859123"
64,1996,5,Ia,"13,791451",0,"56,89354276","16,93921521"
65,1996,6,Ia,"32,86406973",0,"95,41484716","23,51048547"
66,1996,7,Ia,"75,89006378","15,4155496","121,2962963","17,16072324"
67,1996,8,Ia,"68,9551202","32,263978","113,9037433","10,59749894"
68,1996,9,Ia,"4,295065585",0,"33,07692308","6,87878511"
69,1996,10,Ia,0,0,0,0
70,1996,11,Ia,"1,398614486",0,"24,47102116","3,688244504"
71,1996,12,Ia,0,0,0,0
72,1997,1,Ia,0,0,0,0
73,1997,2,Ia,0,0,0,0
74,1997,3,Ia,"30,24331219","12,49059443","50,04651163","4,524780799"
75,1997,4,Ia,"26,41911254","12,20512821","49,63680387","5,447601495"
76,1997,5,Ia,"4,955362477",0,"35,22727273","8,594168493"
77,1997,6,Ia,"0,02849950431",0,"10,23255814","0,4372410453"
78,1997,7,Ia,"23,51714747",0,"105,7692308","17,31038067"
79,1997,8,Ia,"49,44703771","12,29050279","97,21485411","16,27743567"
80,1997,9,Ia,"30,30369946",0,"91,11111111","20,65441847"
81,1997,10,Ia,"0,07358958645",0,"9,007981756","0,6089713264"
82,1997,11,Ia,0,0,0,0
83,1997,12,Ia,"0,75934729",0,"7,81512605","1,539891084"
84,1998,1,Ia,"15,49674191",0,"39,78040541","7,355250205"
85,1998,2,Ia,0,0,0,0
86,1998,3,Ia,0,0,0,0
87,1998,4,Ia,0,0,0,0
88,1998,5,Ia,"0,7593166008",0,"8,443708609","1,671537581"
89,1998,6,Ia,"19,85036329",0,"64,2","10,03612774"
90,1998,7,Ia,"31,48283793",0,"100,8928571","18,96250807"
91,1998,8,Ia,"0,2611762814",0,"14,0625","1,299213988"
92,1998,9,Ia,"10,95669456",0,"76,61188369","15,79718235"
93,1998,10,Ia,0,0,0,0
94,1998,11,Ia,"50,96350323","29,90126939","78,99382171","6,324619088"
95,1998,12,Ia,"1,929413043",0,"19,37394247","3,360808423"
96,1999,1,Ia,"0,5003619348",0,20,"1,529778802"
