,ano,mes,variavel,media,min,max,desvio
0,1991,1,Ia,"0,07884613864",0,"7,927411652","0,5378697444"
1,1991,2,Ia,"3,609115233",0,"16,53061224","4,885288005"
2,1991,3,Ia,"0,4378242594",0,"8,670520231","1,42708748"
3,1991,4,Ia,"1,961963347",0,"10,38011696","3,049381516"
4,1991,5,Ia,"15,60832505",0,"53,58490566","6,614635815"
5,1991,6,Ia,0,0,0,0
6,1991,7,Ia,"26,55974853","17,0487106","48,5042735","2,935329803"
7,1991,8,Ia,"16,77272693",0,"69,11262799","14,05603905"
8,1991,9,Ia,"13,09565793",0,"56,55976676","10,27163444"
9,1991,10,Ia,"3,932146485",0,"56,43243243","8,870052977"
10,1991,11,Ia,"6,131953306",0,"34,3166175","6,257371817"
11,1991,12,Ia,0,0,0,0
12,1992,1,Ia,"13,29190553",0,"45,46255507","6,730321706"
13,1992,2,Ia,"0,1231396466",0,"9,518477044","0,8193071913"
14,1992,3,Ia,0,0,0,0
15,1992,4,Ia,"7,95098701",0,"28,29046899","8,057326649"
16,1992,5,Ia,0,0,0,0
17,1992,6,Ia,"14,0257031",0,"35,38083538","8,588234373"
18,1992,7,Ia,"0,41806267",0,"24,29667519","2,177439816"
19,1992,8,Ia,"13,21231025",0,"82,72552783","13,53569408"
20,1992,9,Ia,"0,2512726979",0,"15,34733441","1,359197597"
21,1992,10,Ia,"3,924738923",0,"15,27313266","5,035052744"
22,1992,11,Ia,"10,00285151",0,"28,93660532","5,605058597"
23,1992,12,Ia,"36,51469517","10,66202091","56,86113394","11,66888813"
24,1993,1,Ia,0,0,0,0
25,1993,2,Ia,0,0,0,0
26,1993,3,Ia,"0,0004559132213",0,"0,9467455621","0,03777469049"
27,1993,4,Ia,0,0,0,0
28,1993,5,Ia,0,0,0,0
29,1993,6,Ia,0,0,0,0
30,1993,7,Ia,"0,8296750138",0,"22,62443439","2,924370273"
31,1993,8,Ia,"15,75067289","5,622009569","32,45033113","3,526051235"
32,1993,9,Ia,0,0,0,0
33,1993,10,Ia,0,0,0,0
34,1993,11,Ia,"0,6724777256",0,"9,587888982","1,709956361"
35,1993,12,Ia,"0,3121196527",0,"10,64013841","1,349750051"
36,1994,1,Ia,0,0,0,0
37,1994,2,Ia,0,0,0,0
38,1994,3,Ia,"8,277905707",0,"21,89944134","4,942464942"
39,1994,4,Ia,"0,07521484037",0,"8,235294118","0,5523950926"
40,1994,5,Ia,"1,070574359",0,"18,42650104","3,012280515"
41,1994,6,Ia,0,0,0,0
42,1994,7,Ia,"21,21305102","0,8152173913","73,00613497","8,302419028"
43,1994,8,Ia,"61,95115576","12,7312296","124,6305419","20,71353306"
44,1994,9,Ia,"61,46830847",0,"131,3617607","33,7846013"
45,1994,10,Ia,0,0,0,0
46,1994,11,Ia,"43,31058507","11,70731707","87,26919339","16,20282553"
47,1994,12,Ia,0,0,0,0
48,1995,1,Ia,0,0,0,0
49,1995,2,Ia,0,0,0,0
50,1995,3,Ia,0,0,0,0
51,1995,4,Ia,"2,834084605",0,"24,15254237","5,177585903"
52,1995,5,Ia,"14,49199765","2,205882353","35,55093555","4,074277205"
53,1995,6,Ia,0,0,0,0
54,1995,7,Ia,"0,656193229",0,"18,55895197","2,426714054"
55,1995,8,Ia,"19,34195631",0,"83,9869281","12,83497739"
56,1995,9,Ia,0,0,0,0
57,1995,10,Ia,0,0,0,0
58,1995,11,Ia,"14,90243159","1,799687011","35,9375","5,24252678"
59,1995,12,Ia,"0,8228583625",0,"11,64695177","1,597945305"
60,1996,1,Ia,0,0,0,0
61,1996,2,Ia,0,0,0,0
62,1996,3,Ia,0,0,0,0
63,1996,4,Ia,"12,5933105","1,495726496",25,"2,875080357"
64,1996,5,Ia,"26,37748454",0,"65,8643326","8,639247257"
65,1996,6,Ia,"1,776932927",0,"72,77936963","7,12400426"
66,1996,7,Ia,"34,9283195",0,"131,5521628","29,29696242"
67,1996,8,Ia,"25,84402202",0,"91,55629139","22,04341282"
68,1996,9,Ia,0,0,0,0
69,1996,10,Ia,0,0,0,0
70,1996,11,Ia,"0,03195073337",0,"2,947154472","0,2363564502"
71,1996,12,Ia,"0,002558235795",0,"0,8571428571","0,03799949406"
72,1997,1,Ia,0,0,0,0
73,1997,2,Ia,0,0,0,0
74,1997,3,Ia,"26,33709475","13,62876254","52,2956327","6,127981988"
75,1997,4,Ia,"27,73384969","13,96396396","50,3617945","5,791008192"
76,1997,5,Ia,"8,274943275",0,"37,84313725","7,733471452"
77,1997,6,Ia,0,0,0,0
78,1997,7,Ia,"0,8233924681",0,"19,41964286","2,503595298"
79,1997,8,Ia,"8,406198933",0,"44,14976599","7,937853751"
80,1997,9,Ia,"0,6543568151",0,"30,12048193","2,869358855"
81,1997,10,Ia,0,0,0,0
82,1997,11,Ia,0,0,0,0
83,1997,12,Ia,0,0,0,0
84,1998,1,Ia,"2,213654926",0,"12,63259402","2,773148727"
85,1998,2,Ia,0,0,0,0
86,1998,3,Ia,0,0,0,0
87,1998,4,Ia,0,0,0,0
88,1998,5,Ia,"0,9893011752",0,"8,6","1,651678041"
89,1998,6,Ia,"3,470236202",0,"29,62025316","4,859825068"
90,1998,7,Ia,"1,211870975",0,"33,7408313","4,123936517"
91,1998,8,Ia,0,0,0,0
92,1998,9,Ia,"0,00008516029299",0,"0,6884681583","0,01459501332"
93,1998,10,Ia,0,0,0,0
94,1998,11,Ia,"39,57003474","13,60491929","76,71517672","11,13927101"
95,1998,12,Ia,"1,818016234",0,"15,41318477","2,753965258"
96,1999,1,Ia,0,0,0,0
97,1999,2,Ia,0,0,0,0
98,1999,3,Ia,"6,748503991",0,"19,95490417","6,165599031"
99,1999,4,Ia,"5,674534614",0,"37,93103448","5,213173138"
100,1999,5,Ia,"4,144901622",0,"40,38834951","6,604488504"
101,1999,6,Ia,0,0,0,0
102,1999,7,Ia,"0,1810337614",0,"11,68831169","1,050599674"
103,1999,8,Ia,"43,72227249","18,70503597","95,60606061","14,34002465"
104,1999,9,Ia,"10,40101735",0,"53,26231691","11,03767914"
105,1999,10,Ia,"3,765621418",0,"43,59949303","6,71834384"
106,1999,11,Ia,"24,64550165",0,"68,48167539","16,56889131"
107,1999,12,Ia,"23,5122907",0,"61,65616562","17,39239133"
108,2000,1,Ia,"3,491730159",0,"21,55688623","4,592658881"
109,2000,2,Ia,0,0,0,0
110,2000,3,Ia,"0,3175207463",0,"5,36352801","0,8835628493"
111,2000,4,Ia,"35,07850852","14,27135678","85,79465541","12,48441877"
112,2000,5,Ia,"47,15698057","20,27777778","90,4109589","10,88349525"
113,2000,6,Ia,0,0,0,0
114,2000,7,Ia,"0,9475971681",0,"23,33333333","3,285080805"
115,2000,8,Ia,"0,3759535007",0,"14,04682274","1,781682035"
116,2000,9,Ia,0,0,0,0
117,2000,10,Ia,"1,075267071",0,"14,58998935","2,318848905"
118,2000,11,Ia,0,0,0,0
119,2000,12,Ia,"2,717465563",0,"13,34569045","3,029072102"
120,2001,1,Ia,"0,3103429122",0,"5,501930502","0,7964504451"
121,2001,2,Ia,0,0,0,0
122,2001,3,Ia,"0,001287649068",0,"1,789709172","0,07798581688"
123,2001,4,Ia,"1,342355257",0,"17,12121212","2,84684512"
124,2001,5,Ia,0,0,0,0
125,2001,6,Ia,0,0,0,0
126,2001,7,Ia,"0,3002237662",0,"16,48106904","1,46706969"
